"","logFC","logCPM","F","PValue"
"AKAP8L",0.136582035813717,6.70358829975162,2.33295417782973,0.148859787984855
"WIZ",0.0766119363350945,6.00557131312572,0.479054454567982,0.500132188376105
"CYP4F3",-1.11167946835265,2.30252024484561,18.924997358896,0.000660565952961692
"UCA1",0.330185518150538,2.59341044764946,2.16363413266878,0.16335329050526
"CYP4F11",-0.411130918510178,1.57227267562925,2.73376228016439,0.120412175769646
"TPM4",0.0307708490783279,10.7642557665003,0.134046865640742,0.719727450511238
"RAB8A",0.0509338643755649,7.11706349568319,0.311823228946693,0.585354667638531
"HSH2D",0.731387155834814,2.29030011670082,11.8066575403479,0.00399653057852517
"FAM32A",0.0424280974396401,7.24231582090932,0.266460757705584,0.613744961995758
"AP1M1",0.127796610443287,5.02780071197764,1.03827668987135,0.325451314082926
"EPS15L1",0.035809941098225,5.16256092195685,0.0931036973108084,0.764742079834644
"C19orf44",0.294544405259626,2.06036908793059,1.66831049659987,0.217332621457328
"CHERP",-0.130767060386246,5.10954985196316,0.64144117837495,0.436526351590174
"SLC35E1",0.152758435352528,6.51506200914146,3.12606754435632,0.0987515447559276
"MED26",0.0927421833017111,3.44496955767835,0.386713684529209,0.543993115478594
"SMIM7",-0.00302968446532552,5.91076580077909,0.000927311427533812,0.976135155229954
"TMEM38A",-0.510369382524553,2.50778852484709,6.91796403704891,0.0197347219995095
"NWD1",-0.50468323090543,1.53619477889121,4.28861112182062,0.0572661337556091
"SIN3B",0.0926085405082876,6.03933979121162,1.03810379430794,0.32549020531717
"HAUS8",0.140068013804668,2.32376669314525,0.333074185502546,0.572987924594521
"MYO9B",0.174492664957611,6.33906160733497,2.7489828562823,0.119470006137822
"USE1",0.143599729410153,2.31177919836319,0.441476352647894,0.517169534982985
"OCEL1",-0.422093690765251,2.31235485941682,3.93595022867063,0.0671580821252085
"NR2F6",-0.0293090222382665,4.81387865252583,0.0623367729617894,0.806453916276369
"BABAM1",0.0612195318763253,6.52932000989568,0.454000826894714,0.511376198306924
"ANKLE1",0.626903977444402,0.892605970373079,4.60626509202378,0.0498029600547
"ABHD8",0.15515103450233,2.35718403397103,0.265198255178214,0.614578380709444
"MRPL34",-0.139904095874458,4.63048922658621,1.63918810381416,0.221174387910521
"DDA1",0.135093548527079,6.13529436914293,1.59084044745699,0.227749756397244
"ANO8",0.0324019801258244,3.21941642546828,0.0342980778789425,0.85572146330599
"GTPBP3",0.256134697512323,2.98300727829164,1.66869033902538,0.217283088067582
"BST2",1.27355989370271,2.13665469957186,25.7239785929329,0.000168518889736414
"MVB12A",0.375308712133586,3.43092513303048,6.92304929972088,0.0196975161261738
"SLC27A1",-0.259345281292281,4.15770673450492,2.91250946446725,0.109893651541601
"PGLS",0.132725346444691,4.48410954498361,1.01029447530372,0.331832656350499
"MAP1S",0.236383295848224,3.30812274036912,0.852175796311182,0.371522071454607
"FCHO1",0.024259088691461,1.51621058550075,0.00605294812246556,0.939083895236736
"B3GNT3",0.138682828504172,5.01132640743097,1.2184565122505,0.288213638825217
"JAK3",-0.116423849588687,1.05036195842805,0.158976486625575,0.696095326334908
"RPL18A",0.204615063489628,8.44350718860631,1.69460109199821,0.213938455319763
"SNORA68",-0.0793778421286111,0.747342143735008,0.0566250988291794,0.815347701081795
"CCDC124",0.210539743190995,5.53370662676103,0.739309298952863,0.404317469181283
"ARRDC2",0.321310485472447,4.02675711281071,5.42418177534562,0.0352932677110443
"MAST3",-0.174180891500303,3.78304843705624,1.50492788404219,0.24007904463964
"PIK3R2",-0.284838398678177,6.66027614723744,9.14723489011223,0.00907058696177707
"IFI30",0.0197874398382484,4.36867471666628,0.02159291977455,0.885263254327777
"MPV17L2",0.370602193687498,4.72688828786901,8.49224747965458,0.0112881065631044
"RAB3A",0.236027269212157,1.61076246426755,0.622147003416211,0.443359119522154
"PDE4C",-0.360844515537003,0.594877466232588,1.18594801444302,0.294478401811331
"LOC729966",0.496037144866915,0.141209464672185,1.19245886023831,0.293208792328743
"JUND",0.0104190358215079,4.56767076240899,0.00626785010168508,0.938014329059011
"LSM4",0.051384758283021,6.94665047316671,0.350307510462592,0.563343934487261
"PGPEP1",-0.0908527013992361,4.85917513403768,0.750501183878932,0.400872266623002
"GDF15",0.144336005519318,6.25090670874135,0.363307574490807,0.556281069089755
"SSBP4",-0.116806531803078,2.88819382199846,0.199208583984117,0.66216317898873
"ISYNA1",-0.11861366390532,4.14418825552821,0.438099200502601,0.518752202440162
"ELL",0.0552711491800608,4.15270749776828,0.103213273189066,0.752737175779838
"FKBP8",0.0738806925848066,7.09433626308695,0.236143092882693,0.634498208332467
"KXD1",0.0585122909971783,7.21135394206222,0.367749054613273,0.553907940913222
"UBA52",-0.0522978352871271,8.38275314114516,0.286567942329517,0.600800787839134
"KLHL26",0.401545307940657,1.1259964887171,1.21593172914119,0.288693601051898
"CRTC1",-0.216532051359802,3.01903599099085,1.23821430048291,0.284495146507429
"UPF1",-0.020770836771164,6.94600942976756,0.049689747085337,0.826812681237669
